Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
1213,22-02-2020 18.00,02-20-2020 12:00,21-02-2020 3.17,Chennai,147,KIDNAPPING,73,F,Other,Other Crime,17,Yes,14-05-2020 18.00
1214,21-02-2020 9.00,02-20-2020 13:00,20-02-2020 18.15,Mumbai,452,KIDNAPPING,62,F,Firearm,Other Crime,14,No,
1215,22-02-2020 1.00,02-20-2020 14:00,21-02-2020 4.53,Meerut,270,FIREARM OFFENSE,38,F,Other,Fire Accident,8,Yes,04-04-2020 1.00
1216,21-02-2020 6.00,02-20-2020 15:00,20-02-2020 17.56,Patna,414,TRAFFIC VIOLATION,39,M,Other,Traffic Fatality,10,No,
1217,20-02-2020 22.00,02-20-2020 16:00,21-02-2020 0.25,Pune,511,ROBBERY,60,M,Explosives,Violent Crime,2,Yes,24-05-2020 22.00
1218,21-02-2020 16.00,02-20-2020 17:00,20-02-2020 19.32,Delhi,451,DOMESTIC VIOLENCE,79,F,Poison,Violent Crime,15,No,
1219,23-02-2020 5.00,02-20-2020 18:00,21-02-2020 10.26,Mumbai,289,ASSAULT,43,M,Blunt Object,Violent Crime,15,No,
1220,21-02-2020 21.00,02-20-2020 19:00,20-02-2020 19.21,Bangalore,445,SHOPLIFTING,79,M,Explosives,Other Crime,17,No,
1221,23-02-2020 6.00,02-20-2020 20:00,20-02-2020 21.53,Ghaziabad,112,FIREARM OFFENSE,21,F,Firearm,Fire Accident,4,Yes,23-03-2020 6.00
1222,23-02-2020 11.00,02-20-2020 21:00,20-02-2020 22.32,Delhi,546,DOMESTIC VIOLENCE,73,F,None,Violent Crime,16,No,
1223,22-02-2020 18.00,02-20-2020 22:00,21-02-2020 10.14,Jaipur,295,BURGLARY,13,F,Knife,Other Crime,11,No,
1224,23-02-2020 3.00,02-20-2020 23:00,21-02-2020 1.04,Bangalore,302,DRUG OFFENSE,59,F,None,Other Crime,5,No,
1225,21-02-2020 22.00,02-21-2020 00:00,21-02-2020 6.14,Delhi,146,SEXUAL ASSAULT,56,F,Firearm,Violent Crime,19,No,
1226,23-02-2020 10.00,02-21-2020 01:00,21-02-2020 19.50,Mumbai,310,SHOPLIFTING,44,F,Knife,Other Crime,3,Yes,01-03-2020 10.00
1227,22-02-2020 16.00,02-21-2020 02:00,21-02-2020 2.59,Vasai,565,EXTORTION,62,M,Other,Other Crime,6,No,
1228,24-02-2020 2.00,02-21-2020 03:00,22-02-2020 0.28,Mumbai,234,COUNTERFEITING,40,F,Other,Other Crime,4,No,
1229,23-02-2020 12.00,02-21-2020 04:00,21-02-2020 22.54,Mumbai,171,IDENTITY THEFT,73,M,Blunt Object,Violent Crime,2,Yes,15-05-2020 12.00
1230,23-02-2020 2.00,02-21-2020 05:00,21-02-2020 17.04,Pune,199,ARSON,51,M,None,Fire Accident,7,No,
1231,22-02-2020 3.00,02-21-2020 06:00,21-02-2020 8.45,Kolkata,203,FRAUD,70,F,Blunt Object,Other Crime,3,No,
1232,22-02-2020 3.00,02-21-2020 07:00,22-02-2020 2.37,Mumbai,181,SEXUAL ASSAULT,16,M,None,Violent Crime,16,No,
1233,22-02-2020 5.00,02-21-2020 08:00,22-02-2020 3.20,Ludhiana,558,ILLEGAL POSSESSION,41,F,Other,Other Crime,19,No,
1234,23-02-2020 21.00,02-21-2020 09:00,21-02-2020 22.33,Pune,380,ASSAULT,22,F,Knife,Violent Crime,16,No,
1235,22-02-2020 19.00,02-21-2020 10:00,22-02-2020 4.24,Pune,333,BURGLARY,62,M,Other,Other Crime,10,Yes,09-07-2020 19.00
1236,23-02-2020 14.00,02-21-2020 11:00,21-02-2020 19.40,Jaipur,395,IDENTITY THEFT,30,F,Knife,Violent Crime,12,No,
1237,22-02-2020 14.00,02-21-2020 12:00,22-02-2020 3.00,Kolkata,453,DOMESTIC VIOLENCE,56,F,Knife,Violent Crime,11,No,
1238,21-02-2020 19.00,02-21-2020 13:00,21-02-2020 14.07,Bangalore,201,ASSAULT,51,F,Blunt Object,Violent Crime,10,Yes,08-04-2020 19.00
1239,22-02-2020 22.00,02-21-2020 14:00,21-02-2020 14.43,Hyderabad,569,DOMESTIC VIOLENCE,18,F,None,Violent Crime,8,No,
1240,22-02-2020 14.00,02-21-2020 15:00,21-02-2020 17.20,Surat,491,SHOPLIFTING,32,M,Knife,Other Crime,11,No,
1241,23-02-2020 3.00,02-21-2020 16:00,21-02-2020 21.28,Mumbai,117,FRAUD,40,M,Other,Other Crime,10,Yes,01-04-2020 3.00
1242,22-02-2020 14.00,02-21-2020 17:00,22-02-2020 1.59,Hyderabad,348,FIREARM OFFENSE,28,F,Blunt Object,Fire Accident,14,Yes,15-05-2020 14.00
1243,24-02-2020 11.00,02-21-2020 18:00,21-02-2020 18.13,Pune,595,COUNTERFEITING,55,F,Other,Other Crime,2,Yes,23-05-2020 11.00
1244,23-02-2020 19.00,02-21-2020 19:00,22-02-2020 0.56,Delhi,573,ARSON,14,M,Knife,Fire Accident,7,No,
1245,22-02-2020 17.00,02-21-2020 20:00,22-02-2020 3.20,Mumbai,417,FRAUD,14,F,Blunt Object,Other Crime,13,No,
1246,22-02-2020 20.00,02-21-2020 21:00,22-02-2020 12.23,Pune,490,KIDNAPPING,43,M,Poison,Other Crime,3,Yes,11-03-2020 20.00
1247,21-02-2020 23.00,02-21-2020 22:00,22-02-2020 15.47,Kolkata,134,ARSON,76,M,Poison,Fire Accident,16,No,
1248,24-02-2020 1.00,02-21-2020 23:00,22-02-2020 21.01,Hyderabad,583,PUBLIC INTOXICATION,17,M,Firearm,Other Crime,5,Yes,15-03-2020 1.00
1249,24-02-2020 14.00,02-22-2020 00:00,22-02-2020 14.00,Delhi,234,IDENTITY THEFT,24,F,Explosives,Violent Crime,13,Yes,28-03-2020 14.00
1250,24-02-2020 7.00,02-22-2020 01:00,22-02-2020 1.50,Hyderabad,225,HOMICIDE,60,F,None,Other Crime,18,No,
1251,23-02-2020 9.00,02-22-2020 02:00,22-02-2020 19.17,Hyderabad,247,HOMICIDE,31,M,Firearm,Other Crime,17,No,
1252,24-02-2020 4.00,02-22-2020 03:00,22-02-2020 11.46,Bangalore,411,ILLEGAL POSSESSION,30,F,None,Other Crime,3,Yes,25-04-2020 4.00
1253,23-02-2020 2.00,02-22-2020 04:00,22-02-2020 8.13,Ludhiana,182,KIDNAPPING,27,F,Poison,Other Crime,4,No,
1254,24-02-2020 21.00,02-22-2020 05:00,22-02-2020 20.43,Delhi,542,HOMICIDE,67,F,None,Other Crime,3,Yes,28-09-2021 21.00
1255,24-02-2020 15.00,02-22-2020 06:00,22-02-2020 19.56,Kanpur,399,COUNTERFEITING,55,M,Firearm,Other Crime,6,Yes,15-05-2020 15.00
1256,24-02-2020 19.00,02-22-2020 07:00,23-02-2020 4.55,Surat,138,VEHICLE - STOLEN,60,M,None,Violent Crime,8,Yes,12-05-2020 19.00
1257,24-02-2020 22.00,02-22-2020 08:00,22-02-2020 22.25,Agra,511,SHOPLIFTING,74,M,Other,Other Crime,4,Yes,27-03-2020 22.00
1258,24-02-2020 2.00,02-22-2020 09:00,23-02-2020 0.53,Kanpur,186,VANDALISM,49,F,None,Other Crime,9,No,
1259,23-02-2020 17.00,02-22-2020 10:00,23-02-2020 7.52,Bhopal,299,KIDNAPPING,61,F,Firearm,Other Crime,9,No,
1260,24-02-2020 8.00,02-22-2020 11:00,23-02-2020 5.48,Bangalore,234,CYBERCRIME,65,M,Firearm,Other Crime,1,Yes,23-04-2020 8.00
1261,23-02-2020 5.00,02-22-2020 12:00,22-02-2020 14.36,Delhi,476,COUNTERFEITING,66,M,Blunt Object,Other Crime,3,Yes,14-03-2020 5.00
1262,25-02-2020 7.00,02-22-2020 13:00,23-02-2020 0.10,Delhi,216,FRAUD,21,F,Firearm,Other Crime,11,Yes,03-03-2020 7.00
1263,24-02-2020 9.00,02-22-2020 14:00,23-02-2020 4.34,Pune,122,HOMICIDE,49,F,Blunt Object,Other Crime,10,No,
1264,25-02-2020 2.00,02-22-2020 15:00,22-02-2020 21.12,Mumbai,175,FIREARM OFFENSE,30,F,Blunt Object,Fire Accident,11,No,
1265,24-02-2020 22.00,02-22-2020 16:00,23-02-2020 4.22,Agra,294,FIREARM OFFENSE,76,M,Explosives,Fire Accident,13,Yes,11-04-2020 22.00
1266,23-02-2020 21.00,02-22-2020 17:00,22-02-2020 19.59,Kolkata,485,ARSON,22,M,Poison,Fire Accident,1,No,
1267,23-02-2020 15.00,02-22-2020 18:00,23-02-2020 5.33,Delhi,256,KIDNAPPING,58,F,Other,Other Crime,5,Yes,19-05-2020 15.00
1268,25-02-2020 9.00,02-22-2020 19:00,23-02-2020 1.50,Bangalore,372,ROBBERY,36,F,None,Violent Crime,19,No,
1269,25-02-2020 4.00,02-22-2020 20:00,23-02-2020 18.38,Jaipur,277,COUNTERFEITING,53,F,Firearm,Other Crime,5,No,
1270,23-02-2020 17.00,02-22-2020 21:00,23-02-2020 9.05,Hyderabad,202,SEXUAL ASSAULT,49,M,Firearm,Violent Crime,19,Yes,07-11-2020 17.00
1271,24-02-2020 9.00,02-22-2020 22:00,23-02-2020 0.23,Jaipur,486,PUBLIC INTOXICATION,62,M,None,Other Crime,15,No,
1272,23-02-2020 10.00,02-22-2020 23:00,23-02-2020 0.02,Chennai,506,BURGLARY,30,F,Blunt Object,Other Crime,18,No,
1273,25-02-2020 23.00,02-23-2020 00:00,23-02-2020 0.50,Delhi,431,FIREARM OFFENSE,16,M,Explosives,Fire Accident,8,No,
1274,24-02-2020 21.00,02-23-2020 01:00,23-02-2020 11.11,Pune,322,PUBLIC INTOXICATION,73,M,Poison,Other Crime,16,No,
1275,25-02-2020 10.00,02-23-2020 02:00,23-02-2020 16.22,Ahmedabad,470,FRAUD,79,F,None,Other Crime,19,No,
1276,25-02-2020 8.00,02-23-2020 03:00,23-02-2020 14.24,Kanpur,520,VEHICLE - STOLEN,59,F,Other,Violent Crime,9,No,
1277,25-02-2020 23.00,02-23-2020 04:00,23-02-2020 19.35,Kanpur,330,BURGLARY,34,F,None,Other Crime,13,Yes,02-07-2020 23.00
1278,24-02-2020 0.00,02-23-2020 05:00,24-02-2020 1.18,Delhi,592,DOMESTIC VIOLENCE,27,M,None,Violent Crime,16,No,
1279,24-02-2020 0.00,02-23-2020 06:00,23-02-2020 16.21,Nashik,296,KIDNAPPING,20,M,Other,Other Crime,12,No,
1280,24-02-2020 6.00,02-23-2020 07:00,24-02-2020 3.18,Kolkata,525,ILLEGAL POSSESSION,40,F,Blunt Object,Other Crime,4,No,
1281,24-02-2020 22.00,02-23-2020 08:00,24-02-2020 3.08,Kalyan,385,CYBERCRIME,33,F,None,Other Crime,13,No,
1282,25-02-2020 10.00,02-23-2020 09:00,23-02-2020 19.48,Delhi,149,CYBERCRIME,31,F,Other,Other Crime,13,No,
1283,25-02-2020 17.00,02-23-2020 10:00,24-02-2020 2.51,Pune,160,BURGLARY,57,F,Poison,Other Crime,5,No,
1284,23-02-2020 23.00,02-23-2020 11:00,24-02-2020 3.32,Nagpur,368,ROBBERY,14,F,Poison,Violent Crime,16,Yes,05-08-2020 23.00
1285,24-02-2020 22.00,02-23-2020 12:00,24-02-2020 6.46,Mumbai,245,HOMICIDE,70,M,Poison,Other Crime,3,No,
1286,24-02-2020 18.00,02-23-2020 13:00,24-02-2020 11.15,Jaipur,245,EXTORTION,74,M,None,Other Crime,7,No,
1287,23-02-2020 18.00,02-23-2020 14:00,23-02-2020 18.54,Mumbai,423,FIREARM OFFENSE,43,M,Firearm,Fire Accident,8,No,
1288,25-02-2020 12.00,02-23-2020 15:00,24-02-2020 14.12,Kanpur,505,IDENTITY THEFT,74,F,Firearm,Violent Crime,6,Yes,23-04-2020 12.00
1289,23-02-2020 18.00,02-23-2020 16:00,24-02-2020 7.01,Hyderabad,346,ASSAULT,27,M,Firearm,Violent Crime,11,No,
1290,23-02-2020 23.00,02-23-2020 17:00,23-02-2020 20.09,Jaipur,270,SHOPLIFTING,51,F,Knife,Other Crime,2,No,
1291,24-02-2020 7.00,02-23-2020 18:00,24-02-2020 1.02,Chennai,470,EXTORTION,59,F,Firearm,Other Crime,7,Yes,31-03-2020 7.00
1292,24-02-2020 9.00,02-23-2020 19:00,24-02-2020 14.16,Nashik,250,ASSAULT,78,F,None,Violent Crime,12,Yes,23-03-2020 9.00
1293,23-02-2020 23.00,02-23-2020 20:00,24-02-2020 15.07,Visakhapatnam,496,ILLEGAL POSSESSION,11,F,Blunt Object,Other Crime,5,Yes,26-03-2020 23.00
1294,26-02-2020 19.00,02-23-2020 21:00,24-02-2020 13.27,Faridabad,125,FIREARM OFFENSE,51,F,Knife,Fire Accident,5,Yes,24-03-2020 19.00
1295,26-02-2020 17.00,02-23-2020 22:00,24-02-2020 19.11,Indore,525,DOMESTIC VIOLENCE,50,F,Poison,Violent Crime,3,Yes,14-04-2020 17.00
1296,26-02-2020 1.00,02-23-2020 23:00,24-02-2020 16.23,Kolkata,373,FIREARM OFFENSE,67,M,None,Fire Accident,13,Yes,15-05-2020 1.00
1297,25-02-2020 10.00,02-24-2020 00:00,24-02-2020 8.19,Bhopal,347,TRAFFIC VIOLATION,59,M,Blunt Object,Traffic Fatality,3,Yes,03-03-2020 10.00
1298,24-02-2020 22.00,02-24-2020 01:00,24-02-2020 18.43,Ahmedabad,558,DRUG OFFENSE,13,F,Knife,Other Crime,15,Yes,22-03-2020 22.00
1299,25-02-2020 12.00,02-24-2020 02:00,24-02-2020 2.50,Surat,389,TRAFFIC VIOLATION,48,F,Firearm,Traffic Fatality,11,No,
1300,24-02-2020 18.00,02-24-2020 03:00,24-02-2020 15.02,Hyderabad,454,SEXUAL ASSAULT,28,M,None,Violent Crime,1,Yes,07-12-2020 18.00
1301,25-02-2020 12.00,02-24-2020 04:00,24-02-2020 18.56,Bhopal,281,SEXUAL ASSAULT,63,M,Explosives,Violent Crime,13,No,
1302,25-02-2020 22.00,02-24-2020 05:00,25-02-2020 1.20,Mumbai,421,DOMESTIC VIOLENCE,29,F,Blunt Object,Violent Crime,18,Yes,19-03-2020 22.00
1303,24-02-2020 21.00,02-24-2020 06:00,25-02-2020 5.45,Surat,539,COUNTERFEITING,76,M,Other,Other Crime,4,No,
1304,26-02-2020 20.00,02-24-2020 07:00,24-02-2020 14.45,Pune,194,COUNTERFEITING,35,F,Knife,Other Crime,8,No,
1305,26-02-2020 4.00,02-24-2020 08:00,24-02-2020 20.07,Mumbai,248,COUNTERFEITING,21,F,Blunt Object,Other Crime,15,Yes,15-04-2020 4.00
1306,24-02-2020 19.00,02-24-2020 09:00,24-02-2020 14.35,Ghaziabad,165,ILLEGAL POSSESSION,26,M,None,Other Crime,11,No,
1307,25-02-2020 17.00,02-24-2020 10:00,24-02-2020 14.33,Delhi,532,PUBLIC INTOXICATION,12,M,Firearm,Other Crime,15,Yes,02-03-2020 17.00
1308,26-02-2020 7.00,02-24-2020 11:00,24-02-2020 16.01,Pune,170,FRAUD,55,F,None,Other Crime,4,Yes,03-05-2020 7.00
1309,24-02-2020 16.00,02-24-2020 12:00,24-02-2020 16.24,Pune,253,SHOPLIFTING,71,F,Knife,Other Crime,9,Yes,08-03-2020 16.00
1310,27-02-2020 9.00,02-24-2020 13:00,25-02-2020 1.50,Kolkata,367,VANDALISM,75,F,Poison,Other Crime,2,No,
1311,25-02-2020 12.00,02-24-2020 14:00,24-02-2020 23.48,Mumbai,503,FIREARM OFFENSE,55,F,Other,Fire Accident,10,Yes,07-05-2020 12.00
1312,26-02-2020 8.00,02-24-2020 15:00,25-02-2020 6.10,Jaipur,577,KIDNAPPING,34,M,Blunt Object,Other Crime,2,No,
1313,26-02-2020 23.00,02-24-2020 16:00,25-02-2020 7.27,Varanasi,362,VANDALISM,75,F,Firearm,Other Crime,15,Yes,05-05-2020 23.00
1314,26-02-2020 9.00,02-24-2020 17:00,25-02-2020 0.30,Mumbai,564,FIREARM OFFENSE,22,M,Knife,Fire Accident,5,Yes,20-05-2020 9.00
1315,26-02-2020 23.00,02-24-2020 18:00,25-02-2020 15.30,Hyderabad,342,COUNTERFEITING,13,M,Other,Other Crime,15,Yes,23-05-2020 23.00
1316,26-02-2020 17.00,02-24-2020 19:00,25-02-2020 1.16,Mumbai,404,SEXUAL ASSAULT,24,M,Firearm,Violent Crime,4,Yes,18-09-2020 17.00
1317,26-02-2020 0.00,02-24-2020 20:00,24-02-2020 23.06,Lucknow,304,EXTORTION,12,F,Knife,Other Crime,14,No,
1318,26-02-2020 9.00,02-24-2020 21:00,24-02-2020 23.06,Bangalore,101,CYBERCRIME,31,F,Other,Other Crime,16,Yes,15-05-2020 9.00
1319,25-02-2020 6.00,02-24-2020 22:00,25-02-2020 3.18,Bangalore,207,ARSON,52,F,Explosives,Fire Accident,18,Yes,01-04-2020 6.00
1320,27-02-2020 5.00,02-24-2020 23:00,25-02-2020 10.01,Patna,406,CYBERCRIME,74,F,Poison,Other Crime,4,No,
1321,25-02-2020 21.00,02-25-2020 00:00,25-02-2020 20.06,Pune,307,DOMESTIC VIOLENCE,50,F,Explosives,Violent Crime,8,Yes,29-03-2020 21.00
1322,25-02-2020 19.00,02-25-2020 01:00,25-02-2020 9.52,Bangalore,575,ASSAULT,68,F,Blunt Object,Violent Crime,8,Yes,16-04-2020 19.00
1323,28-02-2020 0.00,02-25-2020 02:00,25-02-2020 13.00,Delhi,533,FIREARM OFFENSE,67,F,Blunt Object,Fire Accident,6,Yes,23-05-2020 0.00
1324,27-02-2020 6.00,02-25-2020 03:00,25-02-2020 12.59,Hyderabad,318,BURGLARY,46,F,None,Other Crime,4,No,
1325,26-02-2020 19.00,02-25-2020 04:00,25-02-2020 4.16,Delhi,211,ASSAULT,72,M,Firearm,Violent Crime,5,Yes,02-04-2020 19.00
1326,27-02-2020 7.00,02-25-2020 05:00,25-02-2020 6.15,Faridabad,450,COUNTERFEITING,19,F,Other,Other Crime,6,No,
1327,27-02-2020 5.00,02-25-2020 06:00,25-02-2020 16.15,Indore,256,DOMESTIC VIOLENCE,26,M,Firearm,Violent Crime,6,Yes,08-03-2020 5.00
1328,26-02-2020 10.00,02-25-2020 07:00,25-02-2020 14.50,Ahmedabad,531,DOMESTIC VIOLENCE,28,F,Blunt Object,Violent Crime,17,No,
1329,26-02-2020 16.00,02-25-2020 08:00,26-02-2020 6.07,Pune,181,TRAFFIC VIOLATION,54,M,Knife,Traffic Fatality,16,Yes,27-02-2020 16.00
1330,25-02-2020 18.00,02-25-2020 09:00,26-02-2020 2.42,Bangalore,136,DOMESTIC VIOLENCE,27,F,Explosives,Violent Crime,3,No,
1331,26-02-2020 2.00,02-25-2020 10:00,25-02-2020 10.30,Indore,587,HOMICIDE,15,M,Poison,Other Crime,14,Yes,06-07-2021 2.00
1332,28-02-2020 6.00,02-25-2020 11:00,26-02-2020 1.49,Agra,481,SHOPLIFTING,72,F,Poison,Other Crime,7,No,
1333,26-02-2020 23.00,02-25-2020 12:00,26-02-2020 7.50,Delhi,107,EXTORTION,28,F,Knife,Other Crime,13,Yes,28-03-2020 23.00
1334,25-02-2020 23.00,02-25-2020 13:00,25-02-2020 23.32,Mumbai,273,FIREARM OFFENSE,51,F,Blunt Object,Fire Accident,13,No,
1335,28-02-2020 0.00,02-25-2020 14:00,25-02-2020 19.49,Chennai,241,CYBERCRIME,54,F,Blunt Object,Other Crime,11,Yes,15-04-2020 0.00
1336,27-02-2020 23.00,02-25-2020 15:00,26-02-2020 14.06,Patna,379,SEXUAL ASSAULT,73,F,Blunt Object,Violent Crime,14,No,
1337,27-02-2020 2.00,02-25-2020 16:00,26-02-2020 13.00,Bangalore,301,CYBERCRIME,48,M,Explosives,Other Crime,12,No,
1338,26-02-2020 22.00,02-25-2020 17:00,26-02-2020 7.40,Meerut,167,DRUG OFFENSE,53,F,Knife,Other Crime,8,No,
1339,27-02-2020 9.00,02-25-2020 18:00,26-02-2020 10.17,Delhi,405,FRAUD,67,M,Firearm,Other Crime,15,Yes,12-04-2020 9.00
1340,27-02-2020 23.00,02-25-2020 19:00,25-02-2020 20.05,Chennai,319,ILLEGAL POSSESSION,57,F,Firearm,Other Crime,17,Yes,15-03-2020 23.00
1341,27-02-2020 20.00,02-25-2020 20:00,26-02-2020 11.57,Delhi,595,COUNTERFEITING,52,F,Poison,Other Crime,11,No,
1342,27-02-2020 7.00,02-25-2020 21:00,26-02-2020 16.52,Lucknow,509,SHOPLIFTING,46,F,Other,Other Crime,10,Yes,18-03-2020 7.00
1343,26-02-2020 16.00,02-25-2020 22:00,26-02-2020 11.51,Visakhapatnam,537,ROBBERY,21,F,Other,Violent Crime,17,No,
1344,28-02-2020 4.00,02-25-2020 23:00,26-02-2020 8.47,Patna,459,BURGLARY,72,M,Blunt Object,Other Crime,12,No,
1345,26-02-2020 11.00,02-26-2020 00:00,26-02-2020 3.26,Ahmedabad,193,SHOPLIFTING,46,M,Other,Other Crime,2,Yes,03-04-2020 11.00
1346,26-02-2020 8.00,02-26-2020 01:00,26-02-2020 18.16,Lucknow,521,KIDNAPPING,52,F,Other,Other Crime,9,No,
1347,28-02-2020 0.00,02-26-2020 02:00,27-02-2020 1.22,Nagpur,156,HOMICIDE,45,M,Explosives,Other Crime,6,Yes,18-09-2021 0.00
1348,27-02-2020 6.00,02-26-2020 03:00,26-02-2020 18.41,Hyderabad,435,KIDNAPPING,17,M,None,Other Crime,3,No,
1349,26-02-2020 23.00,02-26-2020 04:00,26-02-2020 9.48,Ahmedabad,162,PUBLIC INTOXICATION,20,F,Knife,Other Crime,19,Yes,27-02-2020 23.00
1350,28-02-2020 11.00,02-26-2020 05:00,26-02-2020 21.06,Kolkata,543,BURGLARY,65,F,Poison,Other Crime,10,Yes,14-08-2020 11.00
1351,27-02-2020 19.00,02-26-2020 06:00,26-02-2020 7.17,Mumbai,413,CYBERCRIME,33,F,Firearm,Other Crime,1,No,
1352,29-02-2020 6.00,02-26-2020 07:00,26-02-2020 18.54,Ahmedabad,134,CYBERCRIME,35,F,Other,Other Crime,4,Yes,07-03-2020 6.00
1353,28-02-2020 8.00,02-26-2020 08:00,26-02-2020 21.53,Hyderabad,598,CYBERCRIME,39,F,Other,Other Crime,17,No,
1354,29-02-2020 3.00,02-26-2020 09:00,26-02-2020 12.21,Ludhiana,341,ILLEGAL POSSESSION,13,F,Firearm,Other Crime,18,No,
1355,27-02-2020 16.00,02-26-2020 10:00,27-02-2020 5.00,Delhi,328,SEXUAL ASSAULT,75,F,Poison,Violent Crime,4,No,
1356,28-02-2020 11.00,02-26-2020 11:00,27-02-2020 7.37,Ghaziabad,318,BURGLARY,45,F,Blunt Object,Other Crime,18,Yes,16-05-2020 11.00
1357,28-02-2020 21.00,02-26-2020 12:00,27-02-2020 11.26,Delhi,167,PUBLIC INTOXICATION,26,F,Other,Other Crime,4,Yes,27-03-2020 21.00
1358,28-02-2020 12.00,02-26-2020 13:00,27-02-2020 2.18,Pune,418,DOMESTIC VIOLENCE,58,F,Poison,Violent Crime,14,No,
1359,27-02-2020 14.00,02-26-2020 14:00,27-02-2020 3.47,Bangalore,125,ASSAULT,29,F,Firearm,Violent Crime,3,No,
1360,28-02-2020 7.00,02-26-2020 15:00,26-02-2020 22.45,Agra,550,ASSAULT,41,F,Firearm,Violent Crime,10,Yes,21-05-2020 7.00
1361,29-02-2020 14.00,02-26-2020 16:00,27-02-2020 8.55,Bhopal,573,EXTORTION,49,M,None,Other Crime,3,No,
1362,26-02-2020 21.00,02-26-2020 17:00,27-02-2020 8.52,Kanpur,211,VANDALISM,68,M,Poison,Other Crime,4,Yes,15-04-2020 21.00
1363,26-02-2020 20.00,02-26-2020 18:00,27-02-2020 2.58,Jaipur,186,SHOPLIFTING,29,F,Other,Other Crime,12,No,
1364,29-02-2020 12.00,02-26-2020 19:00,27-02-2020 10.12,Mumbai,437,ASSAULT,21,F,Poison,Violent Crime,5,Yes,16-04-2020 12.00
1365,29-02-2020 3.00,02-26-2020 20:00,27-02-2020 18.31,Bangalore,298,PUBLIC INTOXICATION,26,F,Poison,Other Crime,9,No,
1366,28-02-2020 22.00,02-26-2020 21:00,27-02-2020 6.43,Lucknow,207,DRUG OFFENSE,79,F,Poison,Other Crime,19,Yes,21-03-2020 22.00
1367,29-02-2020 13.00,02-26-2020 22:00,27-02-2020 10.14,Mumbai,360,SEXUAL ASSAULT,36,M,Firearm,Violent Crime,1,No,
1368,28-02-2020 12.00,02-26-2020 23:00,27-02-2020 20.48,Bangalore,128,SEXUAL ASSAULT,37,F,Other,Violent Crime,5,No,
1369,27-02-2020 1.00,02-27-2020 00:00,27-02-2020 18.21,Hyderabad,243,ILLEGAL POSSESSION,53,F,Knife,Other Crime,7,Yes,14-04-2020 1.00
1370,29-02-2020 1.00,02-27-2020 01:00,27-02-2020 21.47,Surat,486,FIREARM OFFENSE,39,F,Firearm,Fire Accident,1,No,
1371,28-02-2020 18.00,02-27-2020 02:00,27-02-2020 19.17,Delhi,262,EXTORTION,55,F,None,Other Crime,4,No,
1372,29-02-2020 23.00,02-27-2020 03:00,27-02-2020 19.03,Kolkata,230,DOMESTIC VIOLENCE,40,F,Blunt Object,Violent Crime,4,No,
1373,28-02-2020 3.00,02-27-2020 04:00,27-02-2020 20.42,Mumbai,436,ARSON,63,M,Poison,Fire Accident,2,Yes,01-04-2020 3.00
1374,28-02-2020 21.00,02-27-2020 05:00,27-02-2020 13.55,Pune,587,ARSON,45,F,Explosives,Fire Accident,3,No,
1375,27-02-2020 11.00,02-27-2020 06:00,27-02-2020 11.22,Mumbai,516,KIDNAPPING,49,M,Firearm,Other Crime,6,Yes,27-04-2020 11.00
1376,29-02-2020 23.00,02-27-2020 07:00,27-02-2020 9.49,Mumbai,232,FRAUD,43,F,Other,Other Crime,12,Yes,07-05-2020 23.00
1377,28-02-2020 5.00,02-27-2020 08:00,28-02-2020 3.41,Bangalore,357,ARSON,75,F,Explosives,Fire Accident,4,Yes,13-04-2020 5.00
1378,28-02-2020 3.00,02-27-2020 09:00,27-02-2020 20.33,Hyderabad,374,ROBBERY,28,F,None,Violent Crime,11,No,
1379,28-02-2020 10.00,02-27-2020 10:00,28-02-2020 8.40,Jaipur,307,VANDALISM,49,F,Poison,Other Crime,3,No,
1380,29-02-2020 16.00,02-27-2020 11:00,27-02-2020 12.58,Mumbai,327,IDENTITY THEFT,63,F,Firearm,Violent Crime,11,Yes,24-04-2020 16.00
1381,29-02-2020 18.00,02-27-2020 12:00,27-02-2020 23.15,Mumbai,225,KIDNAPPING,68,F,Blunt Object,Other Crime,7,Yes,14-04-2020 18.00
1382,27-02-2020 14.00,02-27-2020 13:00,27-02-2020 13.38,Ahmedabad,582,BURGLARY,53,F,None,Other Crime,3,Yes,29-03-2020 14.00
1383,28-02-2020 4.00,02-27-2020 14:00,27-02-2020 18.36,Surat,271,BURGLARY,50,M,Explosives,Other Crime,16,Yes,30-04-2020 4.00
1384,01-03-2020 7.00,02-27-2020 15:00,28-02-2020 9.24,Kolkata,272,ARSON,33,F,Explosives,Fire Accident,2,Yes,11-03-2020 7.00
1385,29-02-2020 19.00,02-27-2020 16:00,28-02-2020 9.23,Lucknow,208,ARSON,17,M,Poison,Fire Accident,3,Yes,23-03-2020 19.00
1386,29-02-2020 0.00,02-27-2020 17:00,28-02-2020 8.27,Kalyan,532,KIDNAPPING,72,F,Poison,Other Crime,14,Yes,18-04-2020 0.00
1387,28-02-2020 20.00,02-27-2020 18:00,28-02-2020 11.01,Kolkata,140,ARSON,35,M,Poison,Fire Accident,16,Yes,24-05-2020 20.00
